title_i,title_j,cosine_similarity
CMB lensing tomography with the DES Science Verification galaxies,A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,0.738575
CMB lensing tomography with the DES Science Verification galaxies,Constraints on Cosmological Parameters from the 500 deg<sup>2</sup> SPTPOL Lensing Power Spectrum,0.733465
CMB lensing tomography with the DES Science Verification galaxies,A 2500 deg<sup>2</sup> CMB Lensing Map from Combined South Pole Telescope and Planck Data,0.821717
CMB lensing tomography with the DES Science Verification galaxies,Searching for anisotropic cosmic birefringence with polarization data from SPTpol,0.538579
CMB lensing tomography with the DES Science Verification galaxies,PROSPECTS FOR DELENSING THE COSMIC MICROWAVE BACKGROUND FOR STUDYING INFLATION,0.662609
CMB lensing tomography with the DES Science Verification galaxies,Cross-correlation of gravitational lensing from DES Science Verification data with SPT and<i>Planck</i>lensing,0.016091
CMB lensing tomography with the DES Science Verification galaxies,"Dark Energy Survey Year 1 Results: Tomographic cross-correlations between Dark Energy Survey galaxies and CMB lensing from South Pole <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>Telescope</mml:mi><mml:mo>+</mml:mo><mml:mi>Planck</mml:mi></mml:mrow></mml:math>",0.91438
CMB lensing tomography with the DES Science Verification galaxies,Constraints on Cosmological Parameters from the Angular Power Spectrum of a Combined 2500 deg<sup>2</sup> SPT-SZ and Planck Gravitational Lensing Map,0.765054
CMB lensing tomography with the DES Science Verification galaxies,"Dark Energy Survey Year 1 Results: Cross-correlation between Dark Energy Survey Y1 galaxy weak lensing and South Pole Telescope<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mo>+</mml:mo><mml:mrow><mml:mi>P</mml:mi><mml:mi>l</mml:mi><mml:mi>a</mml:mi><mml:mi>n</mml:mi><mml:mi>c</mml:mi><mml:mi>k</mml:mi></mml:mrow></mml:mrow></mml:math> CMB weak lensing",0.869103
CMB lensing tomography with the DES Science Verification galaxies,Large electronic bandwidth in solution-processable pyrene crystals: The role of close-packed crystal structure,0.003717
CMB lensing tomography with the DES Science Verification galaxies,Low Loss Superconducting Microstrip Development at Argonne National Lab,0.275691
CMB lensing tomography with the DES Science Verification galaxies,Distribution automation: Applications to move from today's distribution system to tomorrow's smartgrid,0.065171
CMB lensing tomography with the DES Science Verification galaxies,Presentation of an approach based on EMTP for the calcula- tion of lightning induced overvoltages,-0.005752
CMB lensing tomography with the DES Science Verification galaxies,Hydro-Qu补c's Economic and Technical Approach to Justify its Distribution Automation Program,0.004101
CMB lensing tomography with the DES Science Verification galaxies,Case study of the impact of a magnetic storm on a Hydro-Qu&amp;#x00E9;bec distribution feeder,0.020765
CMB lensing tomography with the DES Science Verification galaxies,"Distribution voltage quality at Hydro-Quebec: an integrated approach to control under voltage, overload and losses",0.002892
CMB lensing tomography with the DES Science Verification galaxies,CCDC 703228: Experimental Crystal Structure Determination,0.037942
CMB lensing tomography with the DES Science Verification galaxies,CCDC 703229: Experimental Crystal Structure Determination,0.037942
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Constraints on Cosmological Parameters from the 500 deg<sup>2</sup> SPTPOL Lensing Power Spectrum,0.782789
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,A 2500 deg<sup>2</sup> CMB Lensing Map from Combined South Pole Telescope and Planck Data,0.836425
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Searching for anisotropic cosmic birefringence with polarization data from SPTpol,0.641077
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,PROSPECTS FOR DELENSING THE COSMIC MICROWAVE BACKGROUND FOR STUDYING INFLATION,0.659439
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Cross-correlation of gravitational lensing from DES Science Verification data with SPT and<i>Planck</i>lensing,0.005386
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,"Dark Energy Survey Year 1 Results: Tomographic cross-correlations between Dark Energy Survey galaxies and CMB lensing from South Pole <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>Telescope</mml:mi><mml:mo>+</mml:mo><mml:mi>Planck</mml:mi></mml:mrow></mml:math>",0.732585
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Constraints on Cosmological Parameters from the Angular Power Spectrum of a Combined 2500 deg<sup>2</sup> SPT-SZ and Planck Gravitational Lensing Map,0.856948
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,"Dark Energy Survey Year 1 Results: Cross-correlation between Dark Energy Survey Y1 galaxy weak lensing and South Pole Telescope<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mo>+</mml:mo><mml:mrow><mml:mi>P</mml:mi><mml:mi>l</mml:mi><mml:mi>a</mml:mi><mml:mi>n</mml:mi><mml:mi>c</mml:mi><mml:mi>k</mml:mi></mml:mrow></mml:mrow></mml:math> CMB weak lensing",0.784357
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Large electronic bandwidth in solution-processable pyrene crystals: The role of close-packed crystal structure,0.024393
A Measurement of the Cosmic Microwave Background Lensing Potential and Power Spectrum from 500 deg<sup>2</sup> of SPTpol Temperature and Polarization Data,Low Loss Superconducting Microstrip Development at Argonne National Lab,0.377732
