title_i,title_j,cosine_similarity
Mapping the Lunar Volcanic Stratigraphy in the Chang'E-4 Landing Site: Evidence for Episodic Ilmenite-Rich Magmatism,The asteroid surface clutter simulation and separation based on the Asteroid Core Scan Radar of the Tianwen-2 mission,0.529301
Mapping the Lunar Volcanic Stratigraphy in the Chang'E-4 Landing Site: Evidence for Episodic Ilmenite-Rich Magmatism,An idealized model of the coupled human-technosphere-Earth system and hindcast from 19,0.157336
The asteroid surface clutter simulation and separation based on the Asteroid Core Scan Radar of the Tianwen-2 mission,An idealized model of the coupled human-technosphere-Earth system and hindcast from 19,0.074846
