title_i,title_j,cosine_similarity
Attitude Dynamics and Control of Satellites With Fluid Ring Actuators,Satellite Attitude Stabilization Using Four Fluid Rings in a Pyramidal Configuration,0.899275
Attitude Dynamics and Control of Satellites With Fluid Ring Actuators,Nonlinear Control of Multiple Equilibrium Systems and Unknown Sinusoidal Disturbance by Using Backstepping Technique and Neural-Fuzzy Controller,0.321751
Satellite Attitude Stabilization Using Four Fluid Rings in a Pyramidal Configuration,Nonlinear Control of Multiple Equilibrium Systems and Unknown Sinusoidal Disturbance by Using Backstepping Technique and Neural-Fuzzy Controller,0.342193
