title_i,title_j,cosine_similarity
Quantum Regge trajectories and the Virasoro analytic bootstrap,The leading trajectory in the 2+1D Ising CFT,0.593412
Quantum Regge trajectories and the Virasoro analytic bootstrap,Tunneling decay of false kinks,0.516419
Quantum Regge trajectories and the Virasoro analytic bootstrap,Tunneling decay of self-gravitating vortices,0.382105
Quantum Regge trajectories and the Virasoro analytic bootstrap,The many forms of the conformal bootstrap,0.047035
Quantum Regge trajectories and the Virasoro analytic bootstrap,Report on 1802.10537v2,0.560152
The leading trajectory in the 2+1D Ising CFT,Tunneling decay of false kinks,0.434581
The leading trajectory in the 2+1D Ising CFT,Tunneling decay of self-gravitating vortices,0.288517
The leading trajectory in the 2+1D Ising CFT,The many forms of the conformal bootstrap,0.011083
The leading trajectory in the 2+1D Ising CFT,Report on 1802.10537v2,0.476721
Tunneling decay of false kinks,Tunneling decay of self-gravitating vortices,0.631198
Tunneling decay of false kinks,The many forms of the conformal bootstrap,0.025519
Tunneling decay of false kinks,Report on 1802.10537v2,0.317377
Tunneling decay of self-gravitating vortices,The many forms of the conformal bootstrap,-0.003909
Tunneling decay of self-gravitating vortices,Report on 1802.10537v2,0.252246
The many forms of the conformal bootstrap,Report on 1802.10537v2,0.077332
