title_i,title_j,cosine_similarity
Black Holes and Singularity Resolution in Higher Spin Gravity,Smoothed transitions in higher spin AdS gravity,0.690797
Black Holes and Singularity Resolution in Higher Spin Gravity,Unitarity Bounds in AdS3 Higher Spin Gravity,0.7052
Black Holes and Singularity Resolution in Higher Spin Gravity,Higher Spin Fields in Three-Dimensional Gravity,0.72956
Smoothed transitions in higher spin AdS gravity,Unitarity Bounds in AdS3 Higher Spin Gravity,0.649503
Smoothed transitions in higher spin AdS gravity,Higher Spin Fields in Three-Dimensional Gravity,0.736394
Unitarity Bounds in AdS3 Higher Spin Gravity,Higher Spin Fields in Three-Dimensional Gravity,0.621835
