title_i,title_j,cosine_similarity
Estimators for CMB statistical anisotropy,The shape of the CMB lensing bispectrum,0.666313
Estimators for CMB statistical anisotropy,Bias-hardened CMB lensing,0.601226
Estimators for CMB statistical anisotropy,CMB temperature lensing power reconstruction,0.671169
Estimators for CMB statistical anisotropy,Asymmetric beams and CMB statistical anisotropy,0.766313
Estimators for CMB statistical anisotropy,CMB lensing and primordial non-Gaussianity,0.632502
Estimators for CMB statistical anisotropy,First CMB constraints on direction-dependent cosmological birefringence from WMAP-7,0.639775
Estimators for CMB statistical anisotropy,Joint analysis of CMB temperature and lensing-reconstruction power spectra,0.624699
Estimators for CMB statistical anisotropy,Gravitational Lensing,0.624338
Estimators for CMB statistical anisotropy,PROSPECTS FOR DELENSING THE COSMIC MICROWAVE BACKGROUND FOR STUDYING INFLATION,0.626158
Estimators for CMB statistical anisotropy,Large-angle correlations in the cosmic microwave background,0.703856
Estimators for CMB statistical anisotropy,"Baryons do trace dark matter 380,000 years after the big bang: Search for compensated isocurvature perturbations with WMAP 9-year data",0.729611
Estimators for CMB statistical anisotropy,Patchy screening of the cosmic microwave background by inhomogeneous reionization,0.593741
Estimators for CMB statistical anisotropy,CMBPol Mission Concept Study: Gravitational Lensing,0.571126
Estimators for CMB statistical anisotropy,The synthesis of 15 mu infrared horizon radiance profiles from meteorological data inputs,0.218045
Estimators for CMB statistical anisotropy,Directionality in the WMAP Polarization Data,0.667427
Estimators for CMB statistical anisotropy,Large angular correlations on the sky,0.670972
The shape of the CMB lensing bispectrum,Bias-hardened CMB lensing,0.654832
The shape of the CMB lensing bispectrum,CMB temperature lensing power reconstruction,0.772895
The shape of the CMB lensing bispectrum,Asymmetric beams and CMB statistical anisotropy,0.629624
The shape of the CMB lensing bispectrum,CMB lensing and primordial non-Gaussianity,0.799344
The shape of the CMB lensing bispectrum,First CMB constraints on direction-dependent cosmological birefringence from WMAP-7,0.575358
The shape of the CMB lensing bispectrum,Joint analysis of CMB temperature and lensing-reconstruction power spectra,0.703253
The shape of the CMB lensing bispectrum,Gravitational Lensing,0.733562
The shape of the CMB lensing bispectrum,PROSPECTS FOR DELENSING THE COSMIC MICROWAVE BACKGROUND FOR STUDYING INFLATION,0.709215
The shape of the CMB lensing bispectrum,Large-angle correlations in the cosmic microwave background,0.567843
