title_i,title_j,cosine_similarity
"Observation of a Precursor during the Crystallization of Amorphous Ni<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Zr</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>",<i>In situ</i>x-ray-scattering studies of polymorphic crystallization of metal-boron glasses,0.668803
"Observation of a Precursor during the Crystallization of Amorphous Ni<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">Zr</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>",Signatures of Ultrafast Structural Dynamics and Phase Segregation in Photoexcited SnSe,0.264674
<i>In situ</i>x-ray-scattering studies of polymorphic crystallization of metal-boron glasses,Signatures of Ultrafast Structural Dynamics and Phase Segregation in Photoexcited SnSe,0.330585
